data_envio	estado	cidade	endereco	data_ocorrencia	forma	vitima	tipo	transfobia_quem	homofobia_quem	lesbofobia_quem	descricao	geocode_address	latitude	longitude
04/03/2016 02:29:49	Pernambuco	Petrolina	av guararapes	07/11/2014	Violência verbal	Eu fui a vítima	Homofobia		Gay		Meu pai perguntou se eu era gay e disse que sim em seguida me xingou e expulsou do carro. Foi a última vez que nos falamos.	av guararapes Petrolina Pernambuco	-9.3997563	-40.4990199
04/03/2016 02:33:39	São Paulo	Ribeirão preto	Novo Shopping	26/06/2015	Violência física	Eu presenciei	Homofobia		Gay		Neurônio estava de mãos dadas com um garoto e veio um homem do nada e deu um soco nele.	Novo Shopping Ribeirão preto São Paulo	-21.2099186	-47.813242
04/03/2016 02:36:08	Espírito Santo	Vitória	Jardim da Penha	21/08/2014	Violência física	Eu fui a vítima	Homofobia		Gay		Estava andando de mãos dadas com um outro garoto, quando um carro vindo em direção oposta a nossa desacelerou, continuamos a andar normalmente, mas o carro vermelho fez o contorno, ao passar por nós o carro atirou uma garrava em nossa direção, acelerou e nos xingou. Foi muito assustador.	Jardim da Penha Vitória Espírito Santo	-20.2850907	-40.2960984
03/03/2016 17:23:13	São Paulo	São Paulo	Vila Ré	20/02/2012	Discriminação	Eu fui a vítima	Lesbofobia			Lésbica	Estava andando de mãos dadas com minha namorada. A maioria dos homens estranham e mexer é dado como normal nesses casos. Desde provocações até xingamentos mesmo. 	Vila Ré São Paulo São Paulo	-23.5281855	-46.4995987
04/03/2016 04:52:53	Santa Catarina	Chapecó	Rua Rui Barbosa, próximo à agência dos Correios	20/11/2016	Discriminação	Eu fui a vítima	Lesbofobia			Lésbica	Abuso verbal contra casal em rua cheia de homens. 	Rua Rui Barbosa, próximo à agência dos Correios Chapecó Santa Catarina	-27.1009343	-52.615699
04/03/2016 05:04:04	Paraná	Curitiba	Wal Mart Portão	20/10/2015	Violência verbal	Eu presenciei	Homofobia		Gay		Um casal andava de mão dada até que o segurança do Wal Mart viu a cena. Em alto e bom tom, e armado, ele disse que gay teria que ser assassinado em praça pública. Disse também que mulher foi feita para ser fodida, e que os gays não estão seguindo a ordem natural das coisas. Ao questioná-lo, ele me ameaçou fisicamente e tive que fugir para chamar a gerente, que não fez absolutamente nada, apenas disse que ele deveria manter as opiniões dele para si mesmo durante o expediente.	Wal Mart Portão Curitiba Paraná	-25.4749219	-49.3007845
04/03/2016 05:46:06	Mato Grosso	Cuiabá 	Tenente Lira	06/08/2015	Discriminação	Eu presenciei	Homofobia		Gay		Tudo bem ser gay, mas bixa tenho vontade de ao socar até matar, comentário de colega e professora concorda. Outro é tudo bem ser homossexual mas ser promíscuo é feio eu odeio promiscuidade, comentário feito por professora, que além de homofóbica demonstrou ser hipócrita por também fazer comentários promíscuos frequentemente.	Tenente Lira Cuiabá  Mato Grosso	-15.6108438	-56.0880884
04/03/2016 06:04:14	Distrito Federal	Brasília 	Taguatinga 	05/07/2015	Violência verbal	Eu fui a vítima	Lesbofobia			Lésbica	Estava com a minha namorada e um grupo de jovens, homens, começaram a nos xingar porque estavamos de mãos dadas	Taguatinga  Brasília  Distrito Federal	-15.8729537	-48.0163953
03/03/2016 17:42:46	São Paulo	São Paulo	Rua Augusta	20/02/2016	Violência física	Eu fui a vítima	Homofobia		Gay		Um grupo de skinheads me chutou na bunda e me xingou, amençando de perseguição.	Rua Augusta São Paulo São Paulo	-23.5569493	-46.65897589999999
04/03/2016 07:27:19	Pernambuco	Gravatá		14/01/2016	Violência verbal	Eu fui a vítima	Homofobia		Gay		Meu ex-colega de classe vivia me perseguindo no grupo me taxando de viadinho etc. 	 Gravatá Pernambuco	-8.2116007	-35.5677787
04/03/2016 07:40:42	Goiás	Catalão		12/06/2013	Discriminação	Eu fui a vítima	Homofobia		Gay		Fui detido por policiais sem nenhuma razão aparente. Tentaram me incriminar por crime de invasão. Sendo que eu nunca invadi, muito menos passei pelo perto do lugar onde eles dizem ter ocorrido a invasão. Só me soltaram Pq sou de uma família conhecida na cidade. Meu pai é um amigo oficial de justiça investigaram o caso. Foram no lugar onde eles dizem q eu invadi. E simplesmente a casa em questão não existe. Fui detido a noite voltando pra casa e foi mto constrangedor. As policiais mulheres foram bem mais solicitas e educadas. Pelo q percebi isso é uma situação comum. Me julgaram por causa da minha aparência. Mas quando descobriram q meus pais possuem certa influência na cidade fingiram q nada aconteceu, tanto q meu nome não consta com nenhum antecedente criminal. Penso nas pessoas com poucas condições financeiras. São incriminadas por crimes q não cometeram por causa de sua sexualidade, cor e/ou classe social, para a polícia sair bem na mídia com números como se combaterem a criminalidade. Meus pais e eu na época não quisemos processar, nem nada. Pq foi mto humilhante. Preferimos abafar. Mas hoje vejo q se tivesse feito isso talvez teria chamado atenção pra questão. Por isso resolvi participar da pesquisa e os parabenizou pela iniciativa. Casos de violência verbal e discriminação são comuns. Hoje em dia acontecem menos comigo. Mas já foi rotina. E o gay meio q se acostuma com isso. Sempre vai ter alguém q vai xingar, q vai fazer uma piada sem graça, q vai tentar te desqualificar. Mas confesso q tirando esse caso q marcou, melhorou bastante 	 Catalão Goiás	-18.1660958	-47.9444845
04/03/2016 07:50:08	Maranhão	São Luís	Terminal São Cristóvão	04/03/2015	Violência verbal	Eu fui a vítima	Lesbofobia			Lésbica	No aguardo do ônibus pra voltar pra casa eu e minha namorada estávamos de mãos dadas quando dois homens se aproximaram e nos chamou de vaca dizendo que eles poderiam curar nossa doença.  Entramos no primeiro ônibus com a intenção de nos afastarmos deles.	Terminal São Cristóvão São Luís Maranhão	-2.5391099	-44.28290459999999
04/03/2016 08:04:40	Rio Grande do Norte	Natal	UFRN	17/11/2014	Discriminação	Eu presenciei	Homofobia		Gay		Estava em um almoço de trabalho quando um colega começou a falar que não gostaria de ter um filho gay e enumerou vários motivos.	UFRN Natal Rio Grande do Norte	-5.836814100000001	-35.2115855
04/03/2016 08:07:07	Espírito Santo	Montanha	Rua Regina Matos	12/02/2016	Violência verbal	Eu fui a vítima	Homofobia		Gay		Pelo fato de não ter a masculinidade que homens héteros possuem, sofri escárnio por entes da minha própria família, que digo não ser a primeira vez. Jogavam piadas do tipo não seja mãozinha torta como aquele ali. E, pouco depois, foi realmente para ofensa direta me xingando e por vezes dizendo que "esse tipo de gente não deveria nascer".	Rua Regina Matos Montanha Espírito Santo	-18.1299163	-40.3639736
04/03/2016 08:18:47	Rio de Janeiro	Rio de Janeiro	praça XV	26/10/2016	Ameaça	Eu fui a vítima	Lesbofobia			Lésbica	Eu e minha namorada estávamos em uma festa no arco do Telles quando um garoto tentou ficar comigo. Disse que não e que eu era lesbica e namorava. Depois disso ele ficou nos perseguindo durante a festa junto com seus amigos, ameaçando nos agredir enquanto nos xingavam	praça XV Rio de Janeiro Rio de Janeiro	-22.9026809	-43.1721965
04/03/2016 08:28:34	Distrito Federal	brasília	cruzeiro/octogonal	03/03/2016	Violência verbal	Eu presenciei	Homofobia		Gay		Os meninos da escola falam coisas ruims para o meu amigo.	cruzeiro/octogonal brasília Distrito Federal	-15.8079873	-47.9382093
04/03/2016 08:31:21	Distrito Federal	brasília	octogonal	01/11/2015	Discriminação	Eu fui a vítima	Transfobia	Homem trans			Tanto os alunos quanto a cordenação escolar me agrediam verbalmente e havia discriminação.	octogonal brasília Distrito Federal	-15.8079873	-47.9382093
04/03/2016 08:32:31	Distrito Federal	brasília	sudoeste	03/03/2016	Discriminação	Eu fui a vítima	Transfobia	Homem trans			Dentro de casa, minha própria mãe.	sudoeste brasília Distrito Federal	-15.7950174	-47.9267674
04/03/2016 08:37:28	Maranhão	São  luis	faculdade  facam	01/03/2016	Discriminação	Eu fui a vítima	Homofobia		Bissexual		Por me relacionar com homens  e mulheres fui agredido verbalmente  e todos da minha  sala de aula me excluiram das atividades  em grupo, e se recusaram a aceitar minha participação em quaisquer atividades  coletivas.Ainda jogam piadinhas,indiretas para mim com o intuito  de me  fazer sentir  mal comigo mesmo, não  consigo entender  o que eu fiz para merecer esse desrespeito  da parte deles ,é  um inferno ter que passar por essas situações  todos os dias.	faculdade  facam São  luis Maranhão	-4.9609498	-45.2744159
04/03/2016 08:40:20	Minas Gerais	São João del Rei	Matosinhos	26/10/2015	Violência verbal	Eu presenciei	Homofobia		Gay		Por interpretar uma mensagem de eleogio como uma cantada, meu amigo foi agredido verbalmente e ameaçado de violência física.	Matosinhos São João del Rei Minas Gerais	-21.1296854	-44.2419781
04/03/2016 09:14:19	Maranhão	São Luís	Loja Imaginarium São Luís Shopping 	04/03/2013	Discriminação	Eu fui a vítima	Homofobia		Gay		Estava fazendo uma compra na loja e ao pagar,  mencionei de forma bem afeminada que o meu quarto era todo da Imaginarium. Uma das vendedoras,  que estava de Costa se maquiando,  começou a rir e soltar onomatopeias como "Hummmmm" para me constranger. Nunca mais voltei à loja. 	Loja Imaginarium São Luís Shopping  São Luís Maranhão	-2.5391099	-44.28290459999999
04/03/2016 09:24:19	Rio Grande do Sul	Porto Alegre	Bairro Santana	20/12/2013	Discriminação	Eu fui a vítima	Lesbofobia			Lésbica	Meu pai me viu beijando (selinho) uma menina na rua da nossa casa. Naquela noite ele surtou, falou muitas coisas horríveis sobre mim, constatando que tem vergonha de mim e que eu devia esconder isso de todos. Tive que sair de casa e ir morar com amigos/outros parentes por vários meses, pois temia que ele partisse para violência física. ps: naquela época eu tinha 23 anos.	Bairro Santana Porto Alegre Rio Grande do Sul	-30.0458948	-51.2039935
03/03/2016 17:54:08	São Paulo	São Paulo	Rua Augusta	17/09/2011	Violência física	Eu fui a vítima	Lesbofobia			Lésbica	Levei um soco no estômago de um homem que, aparentemente, é skinhead.	Rua Augusta São Paulo São Paulo	-23.5569493	-46.65897589999999
04/03/2016 09:38:28	Rio de Janeiro	Rio de Janeiro	Copacabana 	19/06/2015	Violência verbal	Eu fui a vítima	Homofobia		Gay		Estávamos eu e meu ex-namorado caminhando no calçadão de Copacabana, de mãos dadas, e uma enxurrada de comentários homofóbicos foram lancados para gente, a ponto de ficarmos receosos em continuar caminhando daquela mesma forma, inofensiva. Eu não aguento mais me esconder!!!! 	Copacabana  Rio de Janeiro Rio de Janeiro	-22.9697777	-43.1868592
04/03/2016 09:46:53	Ceará	Fortaleza 	Praia de iracema	24/04/2015	Violência verbal	Eu fui a vítima	Homofobia		Gay		Xingamentos homofóbicos.	Praia de iracema Fortaleza  Ceará	-3.7217371	-38.5152099
04/03/2016 09:47:53	Paraíba	João Pessoa	rodoviária	04/05/2015	Violência verbal	Eu presenciei	Homofobia		Gay		Em um café, de forma gratuita, sem motivação direta, um homem fala alto de forma injuriosa contra gays, lésbicas para todos ouvirem.	rodoviária João Pessoa Paraíba	-7.119495799999999	-34.8450118
04/03/2016 09:54:40	Minas Gerais	Uberlândia	Onibus (no centro da cidade)	05/05/2013	Violência verbal	Eu presenciei	Homofobia		Gay		Um gay (homem) estava  com sua mãe dentro do ônibus circular da cidade, os dois calados simplesmente esperando chegar no ponto final, quando dois homens sentados atrás deles começaram a falar palavras ofensivas em tom alto a ponto de todos escutarem dentro do ônibus, em um determinado momento uma jovem passageira do ônibus se levantou e pediu para  que os ofensores calassem a boca , e para eles terem respeito com o cidadão e a mãe dele, porque se eles não calassem ela iria parar o ônibus e chamar a policia para registar um BO no entanto os homens discutiram com a jovem e no final eles ficaram calados com medo de ela chamar a policia.  	Onibus (no centro da cidade) Uberlândia Minas Gerais	-18.9146078	-48.2753801
04/03/2016 09:55:45	Maranhão	São Luís	Centro Histórico 	03/03/2016	Discriminação	Eu fui a vítima	Bifobia				O agressor disse que eu deveria era procurar uma buceta e não um pau, pois eu tinha uma certa condição financeira. Não entendi muito bem o que ele quis dizer com isso, mas eu também não parei para pedir explicações.	Centro Histórico  São Luís Maranhão	-2.508988	-44.2697546
04/03/2016 10:03:45	São Paulo	Sao paulo	pontificia universidade catolica perdizes	04/07/2014	Violência verbal	Eu fui a vítima	Lesbofobia			Lésbica	Estava andando de bracos dados com uma amiga que nao performa feminilidade, passou dois homens de moto nos xingando.	pontificia universidade catolica perdizes Sao paulo São Paulo	-23.5369017	-46.6743166
04/03/2016 10:06:42	São Paulo	Ipaussu	Centro	14/01/2016	Discriminação	Eu fui a vítima	Bifobia				Xingamento seguido de ameaça.	Centro Ipaussu São Paulo	-23.0552782	-49.623678
04/03/2016 10:16:43	Paraná	Curitiba	Auto Escola Bello, R. André de Barros	10/02/2016	Discriminação	Eu presenciei	Homofobia		Gay		A instrutora na aula de "meio ambiente e cidadania" falou que os gays deveriam aprender a se comportar direito e que eram safados.	Auto Escola Bello, R. André de Barros Curitiba Paraná	-25.4345566	-49.268103
04/03/2016 10:35:18	São Paulo	São Roque	Av. Antonino Dias Bastos	01/03/2011	Violência verbal	Eu fui a vítima	Homofobia		Gay		Eu era chamado de nomes pejorativos por um menino em um clube que eu frequentava. Me senti intimidado e ameaçado muitas das vezes.	Av. Antonino Dias Bastos São Roque São Paulo	-23.5278313	-47.1356091
04/03/2016 10:56:42	Distrito Federal	Brasília 		29/02/2016	Violência física	Eu fui a vítima	Homofobia		Gay		Estava no ônibus indo para casa e um homem começou a me destratar dizendo que eu estava o cutucando (não estava nem encostando nele). Bem, após eu dizer que não estava fazendo nada, ele começou a me chamar de viado (o respondi dizendo que eu era mesmo e que ele não tinha nada a ver com isso), dizer que eu era uma vergonha e mais algumas grosseiras. Não soube o que fazer, apenas o olhava com uma cara de quem não estava entendendo o que acontecia no momento. Ele então se irritou mais ainda, levantou do banco do ônibus, passando por cima de mim, bateu na minha cabeça e disse que iria me bater quando descesse do ônibus. 	 Brasília  Distrito Federal	-15.7942287	-47.8821658
04/03/2016 10:59:51	São Paulo	Sao Paulo	Bairro da Liberdade	03/03/2016	Discriminação	Eu presenciei	Homofobia		Gay		Comentário preconceituoso ridicularizando dois rapazes que passavam pela rua.	Bairro da Liberdade Sao Paulo São Paulo	-23.5600627	-46.6327578
04/03/2016 11:20:16	Rio Grande do Norte	Natal	Carrefour Zona Sul	08/10/2015	Violência verbal	Eu fui a vítima	Homofobia		Gay		Eu estava abraçado com meu namorado numa escada próximo à parada em frente ao estabelecimento e uma senhora nos viu, levantou, colocou a cabeça para fora (de dentro do ônibus) e gritou "BANDO DE DEMÔNIOS!"	Carrefour Zona Sul Natal Rio Grande do Norte	-5.7792569	-35.200916
04/03/2016 11:30:15	Goiás	Goiânia		11/08/2015	Violência verbal	Eu fui a vítima	Homofobia		Gay		Falaram que gays são uma aberração.	 Goiânia Goiás	-16.6868912	-49.2647943
04/03/2016 11:58:57	São Paulo	Botucatu		16/11/2010	Discriminação	Eu fui a vítima	Homofobia		Gay		Fomos expulsos de uma festa universitária por sermos homossexuais	 Botucatu São Paulo	-22.8841808	-48.4441654
04/03/2016 12:00:02	São Paulo	Osasco	Rua Euclides da Cunha	24/06/2015	Discriminação	Eu fui a vítima	Transfobia	Mulher trans			Sofri um longo processo de assédio moral e depois demissão.	Rua Euclides da Cunha Osasco São Paulo	-23.5349419	-46.7776553
04/03/2016 12:00:58	São Paulo	Botucatu		10/03/2011	Violência física	Eu presenciei	Homofobia		Gay		Jogaram latinhas de cerveja em um amigo gay durante uma festa universitária.	 Botucatu São Paulo	-22.8841808	-48.4441654
04/03/2016 12:02:55	Paraná	Ponta Grossa	Shopping Palladium	08/06/2015	Violência física	Eu fui a vítima	Lesbofobia			Lésbica	Estava de mãos dadas com minha namorada (ambas temos 15 anos) quando um indivíduo apareceu por trás de nós, sem a gente ver e nos agrediu com um pedaço de madeira. As pessoas em volta não fizeram nada até perceber que estávamos ficando com é ematomas, depois disso resolveram "separar". A polícia foi acionada mas tratou de forma indiferente a uma briga de rua, sugeriu que fossemos pra casa para cuidar dos ferimentos e nada foi feito.  Durante a agressão física, ocorreu a agressão verbal, onde o indivíduo gritava pra todo mundo ouvir coisas homofóbicas do tipo "aberração, isso é falta de rola, vocês vão queimar no inferno, vocês merecem ser estupradas pra aprender" e etc Foi filmado, muita gente viu, as autoridades estavam lá e simplesmente nada foi foi feito. 	Shopping Palladium Ponta Grossa Paraná	-25.0994246	-50.15832229999999
04/03/2016 12:03:54	São Paulo	Botucatu		10/05/2011	Violência verbal	Eu presenciei	Homofobia		Gay		Um casal de amigos gays estava se beijando dentro de uma festa universitária, quando foram abordados por dois caras que agrediram verbalmente os dois e exigiam que parassem com aquela "viadagem". por pouco nao houve agressões físicas, mas a discussão foi feia.	 Botucatu São Paulo	-22.8841808	-48.4441654
03/03/2016 18:40:31	São Paulo	São Paulo	Metrô Vila Matilde	22/01/2015	Violência verbal	Eu fui a vítima	Homofobia		Gay		Eu e meu então namorado estávamos nos beijando em uma praça, na frente da estação Vila Matilde do metrô,  na qual fomos abordados por dois homens que diziam que não podíamos fazer "aquilo" em local público, pois havia crianças no local. Tivemos que sair do local, por conta da violência e xingamentos que levamos.	Metrô Vila Matilde São Paulo São Paulo	-23.5318949	-46.5309147
04/03/2016 12:12:44	Paraná	Curitiba	Praca Rui Barbosa	01/03/2016	Violência física	Eu fui a vítima	Lesbofobia			Lésbica	Um homem de uns 65 anos disse que eu merecia uma lição e tentou bater em meu rosto	Praca Rui Barbosa Curitiba Paraná	-25.4362573	-49.2739706
04/03/2016 12:18:48	Distrito Federal	Planaltina - DF	Vila Buritis	02/03/2016	Violência física	Eu presenciei	Transfobia	Homem trans			Um homem trans estava saindo da escola onde ele estudava. Uma escola pública em Planaltina no Distrito Federal. Quando um grupo de 3 pessoas, dois homens e uma mulher, o agrediu chamando de "viadinho" e depois dando uma coronhada na cabeça dele. 	Vila Buritis Planaltina - DF Distrito Federal	-15.6307829	-47.6507461
04/03/2016 12:21:21	Paraná	Curitiba	Comendador araujo	01/03/2016	Discriminação	Eu fui a vítima	Lesbofobia			Lésbica	Um homem de aproximadamente 55 anos, 1,85 de altura aproximadamente, me seguia no supermercado, depois ficou me esperando do lado de fora, quando questionei porque me seguia partiu pra cima me desfeiteando, me chamou de sapatão, só não me agrediu porque os transeuntes gritaram que ele era um covarde e que deveria bater em macho. Até cheguei a ligar pro 190 de dentro do supermercado Mercadorama, mas a polícia não apareceu. Quando liguei novamente disseram que a viatura tinha sido encaminhada pra comendador franco, mesmo eu tendo dado o endereço correto. Isso foi em novembro/2015. Por várias vezes tentei ajuda da polícia, pois homens estavam me seguindo no centro da cidade, e creio que eram evangélicos, onde eu trabalhava, nunca deram atenção e me impediram de abrir BO porque eu teria que dar nome e endereço dos sujeitos. Como poderia passar informações de gente que nunca vi antes?!	Comendador araujo Curitiba Paraná	-25.4383419	-49.2816469
03/03/2016 20:03:20	São Paulo	São Paulo 	Rua Martins fontes 	15/01/2015	Violência verbal	Eu fui a vítima	Homofobia		Gay		Estava com o menino com quem me relacionava, na rua, dando um selinho, quando uma mulher passou com um cara dizendo que aquela rua era lugar que gente passava, por isso não era certo ter qualquer demonstração de afeto lá. 	Rua Martins fontes  São Paulo  São Paulo	-23.5492369	-46.644372
04/03/2016 13:18:36	São Paulo	Jaú	Centro da cidade	07/11/2015	Violência física	Eu fui a vítima	Lesbofobia			Bissexual	Estavamos eu e minha namorada andando de mãos dadas em uma rua, não estava muito movimentada por causa das lojas estarem fechadas e, em determinado ponto um homem nos abordou fazendo perguntas obscenas e oferecendo a chance de um menage. Ao recusarmos, ele nos empurrou e caimos no chão, então ele começou abrir as calças por que "ia mostrar como um homem de verdade fode com as mulheres" e que "não existe mulher que gosta de mulher, mulher gosta de rola e aquela ali ( minha namorada, uma bofinho) não tinha uma, então precisava aprender que ela era mulher'. Aquele momento parecia que nunca ia terminar, até que um carro parou do nosso lado e o motorista começou a fazer escândalo e ameaçou ligar para a polícia. Quando ele pegou o celular o cara saiu correndo.	Centro da cidade Jaú São Paulo	-22.2930991	-48.5600002
04/03/2016 13:24:17	Rio de Janeiro	Rio de Janeiro 	Catete	10/02/2015	Violência física	Eu presenciei	Homofobia		Gay		Eu estava esperando meu amigo chegar em casa com a chave, ele chegou todo machucado e disse que um cara bateu nele para ele "aprender a ser macho".	Catete Rio de Janeiro  Rio de Janeiro	-22.9279602	-43.1807701
04/03/2016 13:42:14	Sergipe	Nossa Senhora da Glória	Centro	08/12/2015	Discriminação	Eu fui a vítima	Homofobia		Gay		Em tom de sarcasmo mangaram da minha sexualidade.	Centro Nossa Senhora da Glória Sergipe	-10.2156554	-37.4212807
04/03/2016 13:44:23	Santa Catarina	Joinville	Bairro Morro do Meio	05/01/2016	Discriminação	Eu fui a vítima	Homofobia		Gay		Eu estava indo para o mercado e um carro estava indo na minha direção, da janela do carro um homem gritou: "Gay" e quando voltei do mercado a situação se repetiu, porém ele gritou: "E ai gay? Beleza?"	Bairro Morro do Meio Joinville Santa Catarina	-26.3296333	-48.9074248
04/03/2016 13:57:49	Mato Grosso do Sul	Campo Grande		31/12/2015	Violência verbal	Eu fui a vítima	Homofobia		Gay		Xingamentos e ameaças.	 Campo Grande Mato Grosso do Sul	-20.4697105	-54.6201211
04/03/2016 13:58:04	Rio de Janeiro	Rio de Janeiro	Barra da Tijuca (New York City Center)	23/03/2012	Violência verbal	Eu fui a vítima	Homofobia		Gay		Fui contratado para trabalhar como vendedor na Livraria Saraiva (Barra Shopping). Fui vítima de piadinhas, xingamentos e outras humilhações verbais durante todo o período no qual eu trabalhei lá. Tive que pedir demissão porque não estava mais suportando tamanha humilhação. Cheguei a relatar o ocorrido para a minha chefe na época que nada fez para solucionar o caso. 	Barra da Tijuca (New York City Center) Rio de Janeiro Rio de Janeiro	-22.9068467	-43.1728965
04/03/2016 14:02:02	Minas Gerais	Juiz de fora	Universidade federal	30/06/2014	Discriminação	Eu presenciei	Bifobia				Ao relatar ser bissexual, a vítima ouviu desaforos de pessoas que não aceitaram seu relato, chegando a usar "sem vergonha e pervertido" para a vítima, além de insinuar que  a mesma pratica aliciamento de menores.	Universidade federal Juiz de fora Minas Gerais	-21.7624237	-43.3433999
04/03/2016 14:03:01	Alagoas	Maceió		16/02/2016	Discriminação	Eu fui a vítima	Lesbofobia			Lésbica	uma pessoa disse que era contra, xingou os lgbt e tem intolerância total contra eles.	 Maceió Alagoas	-9.6498487	-35.7089492
04/03/2016 14:04:50	Paraíba	Monteiro	Centro da cidade	20/11/2014	Violência verbal	Eu fui a vítima	Homofobia		Gay		Um amigo de infância, ao descobrir sobre minha condição esbravejou que eu deveria mudar de rua ao encontrar e nunca mais se quer olhar pra ele. Me chamou de termos pejorativos e disse que eu deveria morrer.	Centro da cidade Monteiro Paraíba	-7.8887727	-37.1171012
04/03/2016 14:05:19	São Paulo	Guarulhos	Avenida Monteiro Lobato, 734	16/04/2011	Violência verbal	Eu presenciei	Lesbofobia			Lésbica	A vítima estava conversando comigo na calçada. Passou um carro na avenida e tentaram acertar a vítima com uma garrafa plástica enquanto gritaram "sapatão nojenta".	Avenida Monteiro Lobato, 734 Guarulhos São Paulo	-23.4693803	-46.5192523
04/03/2016 14:08:20	São Paulo	Paraibuna	Praça do centro	10/01/2016	Violência verbal	Eu fui a vítima	Homofobia		Gay		Ridicularizado com perguntas de cunho sexual em frente a multidão.	Praça do centro Paraibuna São Paulo	-23.3901988	-45.66274500000001
04/03/2016 14:57:05	São Paulo	Mogi das Cruzes	Colégio Santa Mônica	20/12/2015	Discriminação	Eu presenciei	Lesbofobia			Lésbica	Uma menina do Colégio Santa Mônica foi impedida de entrar em uma festa de formatura por usar roupas/aparência masculinas.	Colégio Santa Mônica Mogi das Cruzes São Paulo	-23.5213131	-46.1858528
04/03/2016 15:01:13	Paraná	Londrina	Universidade Estadual de Londrina	18/02/2016	Discriminação	Eu fui a vítima	Homofobia		Bissexual		Duas semanas atrás, um agente de segurança da Universidade Estadual de Londrina pediu para que meu namorado e eu parássemos de trocar carícias na área externa do Diretório Acadêmico do Centro de Educação, Comunicação e Artes. Decidimos então entrar no prédio, mas em questão de minutos ele voltou e nos repreendeu novamente, dizendo que nós estávamos de "namorico" e que alguém da comunidade externa poderia passar por ali e ver. Quando eu questionei qual o problema em um casal estar apenas abraçado dentro do campus, ele desconversou e disse que ia chamar por seu supervisor, mas não voltou. Tenho certeza que a atitude do mesmo seria totalmente diferente se encontrasse um casal heterossexual, o que só mostra o despreparo de alguns servidores da UEL para lidar com a diversidade dos mais de 15 mil estudantes.	Universidade Estadual de Londrina Londrina Paraná	-23.3501192	-51.2088133
04/03/2016 15:19:09	Minas Gerais	Patos de Minas		02/02/2016	Discriminação	Eu fui a vítima	Lesbofobia			Bissexual	Após a descoberta do namoro pelos pais da minha ex, recebi ameaças de morte. Além disso, procuraram interferir no meu colégio, impedindo que permanecessemos na mesma sala. Sua mãe discriminou-me, fez escândalos na escola, bateu em sua filha e foi até minha casa discutir com meus pais.  	 Patos de Minas Minas Gerais	-18.5872582	-46.5146749
04/03/2016 15:40:40	Minas Gerais	Belo Horizonte	AV. Olegário Maciel 	04/02/2016	Violência verbal	Eu fui a vítima	Homofobia		Gay		Grupo de homens em um bar começaram a gritar ofensivamente quanto eu e meu namorado passávamos. 	AV. Olegário Maciel  Belo Horizonte Minas Gerais	-19.9248744	-43.9456314
04/03/2016 15:50:41	Paraná	Foz do Iguaçu	UDC	04/02/2016	Violência verbal	Eu fui a vítima	Homofobia		Gay		Estava indo à casa de uma amiga buscar alguns pertences quando dois indivíduos passaram do meu lado e pararam alguns metros a frente para entrarem em um veículo, mas quando me notaram ficaram parados em frente ao carro GRITANDO asneiras como ''Ei seu viadinho filha da puta'' ''Viado de merda'' ''Você é um bosta seu viadinho''	UDC Foz do Iguaçu Paraná	-25.5163356	-54.58537639999999
04/03/2016 15:58:48	São Paulo	São Sebastião/SP	Praia de Barra do Una	09/02/2016	Discriminação	Eu fui a vítima	Homofobia		Gay		Grupo de pessoas tentou impedir um beijo de um casal gay, sob o argumento de que haviam crianças no local. Houve tentativa de agressão inibida por um grupo de amigos.	Praia de Barra do Una São Sebastião/SP São Paulo	-23.7622212	-45.7684948
04/03/2016 15:59:29	Amazonas	Manaus	Vila da Prata	03/03/2016	Discriminação	Eu fui a vítima	Homofobia		Gay		Fui comprar gás em um mercado próximo a minha casa. Quando cheguei lá, o dono do mercado, junto com vários homens começaram a jogar chacotas e palavrões para cima de mim. Fiquei 10 minutos esperando para fazer a compra - demorei mais porque o dono fez questão de me deixar no meio dos homens servindo de chacota. Quando sai de lá caíram na gargalhada e gritaram dizendo que eu tinho sorte de não encontrar nenhum deles pelos becos do meu bairro.	Vila da Prata Manaus Amazonas	-3.1072574	-60.04762840000001
04/03/2016 16:07:05	Distrito Federal	Brasília 	Asa Sul 	29/02/2016	Discriminação	Eu presenciei	Homofobia		Gay		Eu estava andando pelo colégio no primeiro dia de aula. Vários alunos querendo mudar de turma por motivos variados. Nos corredores do colégio um aluno, conversando com o colega, disse: "Vou mudar de sala, não dá pra aguentar três viados." Ele não é da minha turma, mas como sou humano e homossexual, me ofendi instantaneamente, só não tive coragem de relatar à coordenação por enquanto. Conheço os três gays a quem ele se referia e todo um histórico de argumentos discriminatórios.	Asa Sul  Brasília  Distrito Federal	-15.8202434	-47.9045093
04/03/2016 16:08:08	Paraná	Arapongas	 Rua Teu - Teu 275 - Zona Urbana,R. Teu-Teu, 275 - Jardim Aeroporto,Arapongas - PR	22/10/2015	Violência verbal	Eu fui a vítima	Homofobia		Gay		Pelo fato de ser afeminado mas não assumido, praticamente todos os dias recebia piadas de mal gosto na escola (gay, viado, bixa, baitola, boiola), e também durante aulas de Sociologia e Filosofia diziam que ''Essa raça tem que morrer. Se meu filho for gay eu bato ate virar homem. Vou levar meu filho pro medico e tratar com hormônio pra virar homem.'' Professores até tentavam acalmar os ânimos pelo fato de saberem sobre minha orientação sexual, mas nem sempre conseguiam.	 Rua Teu - Teu 275 - Zona Urbana,R. Teu-Teu, 275 - Jardim Aeroporto,Arapongas - PR Arapongas Paraná	-23.4157731	-51.4264048
